RowNumber;CustomerId;Surname;CPF;CEP;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
266;15813163;Ch'iu;3.11035E+11;3283338;531;Spain;Female;36;9;99240.51;1;1;0;123137.01;0
267;15653857;Wallis;5.7591E+11;1634429;498;France;Male;34;2;0;2;1;1;148528.24;0
268;15777076;Clark;5.88148E+11;6473572;651;France;Male;36;7;0;2;1;0;13898.31;0
269;15717398;Fielding;9.12807E+11;7489619;549;Spain;Female;39;7;0;1;0;0;81259.25;1
270;15799217;Zetticci;7.9204E+11;8615745;791;Germany;Female;35;7;52436.2;1;1;0;161051.75;0
271;15787071;Dulhunty;7.4508E+11;7656826;650;Spain;Male;41;9;0;2;0;1;191599.67;0
272;15619955;Bevington;8.18626E+11;5190270;733;Germany;Male;34;3;100337.96;3;1;0;48559.19;1
273;15796505;Boyle;9.38729E+11;7695354;811;Germany;Female;34;1;149297.19;2;1;1;186339.74;0
274;15725166;Newton;3.08629E+11;2457403;707;France;Male;30;8;0;2;1;0;33159.37;0
275;15800116;Bowman;3.67864E+11;3475618;712;Germany;Male;28;4;145605.44;1;0;1;93883.53;0
276;15758685;Dubinina;6.35924E+11;6635514;706;Spain;Female;37;7;0;2;1;1;110899.3;0
277;15694456;Toscani;6.40493E+11;9475351;756;France;Male;62;3;0;1;1;1;11199.04;1
278;15767339;Chiazagomekpere;5.22098E+11;9869956;777;France;Female;53;10;0;2;1;0;189992.97;0
279;15683562;Allen;1.52379E+11;4334698;646;France;Male;35;6;84026.86;1;0;1;164255.69;0
280;15782210;K'ung;1.39318E+11;5384165;714;France;Male;46;1;0;1;1;0;152167.79;1
281;15668893;Wilsmore;3.89685E+11;2229145;782;France;Male;39;8;0;2;1;1;33949.67;0
282;15669169;Hargreaves;2.36208E+11;3749311;775;Spain;Male;29;10;0;2;1;1;68143.93;0
283;15643024;Huang;4.27414E+11;5326829;479;Germany;Male;35;4;138718.92;1;1;1;47251.79;1
284;15699389;Ch'ien;2.97253E+11;1448632;807;France;Male;42;7;118274.71;1;1;1;25885.72;0
285;15708608;Wallwork;6.40137E+11;4331286;799;France;Female;22;8;174185.98;2;0;1;192633.85;0
286;15626144;Chu;2.55059E+11;2333380;675;France;Male;40;7;113208.86;2;1;0;34577.36;0
287;15573112;Kang;7.84733E+11;4545404;602;Spain;Male;29;5;103907.28;1;1;0;161229.84;0
288;15790678;Davidson;1.13819E+11;4889744;475;France;Female;32;8;119023.28;1;1;0;100816.29;0
289;15727556;O'Donnell;8.1678E+11;2466862;744;Spain;Female;26;5;166297.89;1;1;1;181694.44;0
290;15697307;Nnachetam;6.1249E+11;8916870;588;Spain;Male;34;10;0;2;1;0;79078.91;0
291;15652266;Chidiebele;1.81759E+11;7158851;703;Germany;Male;42;9;63227;1;0;1;137316.32;0
292;15607098;Ahmed;7.86502E+11;4933408;747;Spain;Female;41;5;94521.17;2;1;0;194926.86;0
293;15655774;Booth;5.92568E+11;6287605;583;France;Male;27;7;0;2;1;0;51285.49;0
294;15590241;Chuang;2.3831E+11;3356714;750;Spain;Female;34;9;112822.26;1;0;0;150401.53;1
295;15785819;Shao;1.86171E+11;9195790;681;France;Male;38;3;0;2;1;1;112491.96;0
296;15723654;Tsao;3.36063E+11;9952297;773;France;Male;25;2;135903.33;1;1;0;73656.38;0
297;15774510;Tien;6.84738E+11;2198227;714;France;Female;31;4;125169.26;1;1;1;106636.89;0
298;15684173;Chang;3.74404E+11;3879683;687;Spain;Female;44;7;0;3;1;0;155853.52;1
299;15650068;Johnson;3.52643E+11;8805269;511;France;Male;58;0;149117.31;1;1;1;162599.51;0
300;15811490;French;3.99842E+11;5079627;627;France;Male;33;5;0;2;1;1;103737.82;0
301;15803976;Efremov;8.59941E+11;7847785;694;France;Female;31;10;0;2;1;0;160990.27;0
302;15682541;Hartley;6.08955E+11;9840103;616;Spain;Female;36;6;132311.71;1;0;0;15462.84;0
303;15695699;Calabrese;2.30029E+11;8735404;687;France;Male;35;8;0;2;1;0;10334.05;0
304;15624188;Chiu;3.8869E+11;4943096;712;France;Female;33;6;0;2;1;1;190686.16;0
305;15812191;Brennan;4.05315E+11;5352970;553;France;Male;33;4;118082.89;1;0;0;94440.45;0
306;15636673;Onwuatuegwu;9.80531E+11;2712208;667;France;Male;31;1;119266.69;1;1;1;28257.63;0
307;15594898;Hewitt;5.94397E+11;4947282;731;France;Male;43;2;0;1;1;1;170034.95;1
308;15660211;Shih;2.29447E+11;7131798;629;Germany;Male;35;7;156847.29;2;1;0;31824.29;0
309;15773972;Balashov;3.99504E+11;2100301;614;France;Male;50;4;137104.47;1;1;0;127166.49;1
310;15746726;Doyle;4.44557E+11;8725625;438;Germany;Male;31;8;78398.69;1;1;0;44937.01;0
311;15712287;Pokrovskii;1.59189E+11;9531791;652;France;Female;80;4;0;2;1;1;188603.07;0
312;15702919;Collins;7.80179E+11;7581823;729;Germany;Male;30;6;63669.42;1;1;0;145111.37;0
313;15674398;Russo;7.66049E+11;5360107;642;France;Male;38;3;0;2;0;0;171463.83;0
314;15797960;Skinner;8.54439E+11;1298099;806;Germany;Female;59;0;135296.33;1;1;0;182822.5;0
315;15631868;Robertson;7.82299E+11;2635936;744;Spain;Male;36;2;153804.44;1;1;1;87213.33;0
316;15581539;Atkinson;4.87132E+11;2881679;474;Spain;Male;37;3;0;2;0;0;57175.32;0
317;15662736;Doyle;9.3526E+11;4568493;559;France;Male;49;2;147069.78;1;1;0;120540.83;1
318;15666252;Ritchie;7.60071E+11;9680457;706;Spain;Male;42;9;0;2;1;1;28714.34;0
319;15677512;McEncroe;9.83344E+11;1628448;628;Spain;Female;22;3;0;1;1;0;85426.28;0
320;15626114;Pearson;9.86027E+11;9484676;429;France;Male;24;4;95741.75;1;1;0;46170.75;0
321;15810834;Gordon;6.56545E+11;5743580;525;Spain;Female;57;2;145965.33;1;1;1;64448.36;0
322;15678910;Ts'ai;7.60699E+11;8721587;680;France;Female;30;8;141441.75;1;1;1;16278.97;0
323;15694408;Lung;7.31029E+11;6783316;749;France;Male;40;1;139290.41;1;1;0;182855.42;1
324;15585215;Yuan;4.77959E+11;6339749;763;France;Female;31;4;0;2;0;0;50404.72;0
325;15682757;Pardey;4.98059E+11;1311772;734;France;Male;30;3;0;2;1;0;107640.25;0
326;15736601;Tai;1.80736E+11;7107483;716;France;Male;35;4;144428.87;1;1;0;134132.65;0
327;15601848;Scott;2.95661E+11;2967367;594;France;Male;35;2;0;2;1;0;103480.69;0
328;15736008;Hunter;7.30971E+11;5651659;644;France;Female;46;9;95441.27;1;1;0;108761.05;1
329;15669064;Mazzanti;3.87088E+11;3525929;671;Germany;Male;35;1;144848.74;1;1;1;179012.3;0
330;15624528;L?;2.01776E+11;8850693;664;Germany;Male;26;7;116244.14;2;1;1;95145.14;0
331;15598493;Beach;2.37114E+11;7481373;656;France;Male;50;7;0;2;0;1;72143.44;0
332;15601274;Hsieh;4.69352E+11;5825008;667;Spain;Female;40;1;146502.07;1;1;0;19162.89;0
333;15702669;Faulkner;5.01985E+11;9679502;663;Germany;Male;44;2;117028.6;2;0;1;144680.18;0
334;15728669;Knowles;3.12998E+11;8135835;584;Germany;Female;30;8;112013.81;1;1;0;177772.03;1
335;15742668;Day;2.85342E+11;6659427;626;Spain;Female;37;6;108269.37;1;1;0;5597.94;0
336;15697441;Hsueh;8.86181E+11;1881113;485;France;Male;29;7;182123.79;1;1;0;116828.51;1
337;15740476;Tsao;9.26971E+11;5348214;659;Germany;Female;32;3;150923.74;2;0;1;174652.51;0
338;15648064;Kennedy;6.60099E+11;7952038;649;France;Male;33;2;0;2;1;0;2010.98;0
339;15636624;Nwabugwu;2.68876E+11;9132498;805;Spain;Female;39;5;165272.13;1;1;0;14109.85;1
340;15807923;Young;8.53065E+11;6313978;716;Germany;Female;39;10;115301.31;1;1;0;43527.4;1
341;15745844;Kerr;6.03136E+11;3303484;642;Germany;Female;40;6;129502.49;2;0;1;86099.23;1
342;15786170;Tien;2.46659E+11;3463727;659;France;Male;31;4;118342.26;1;0;0;161574.19;0
343;15681081;Marrero;2.78075E+11;2558125;545;Spain;Female;47;5;0;2;1;1;38970.14;0
344;15684484;White;9.7524E+11;1410684;543;France;Male;22;8;0;2;0;0;127587.22;0
345;15785869;Pisano;1.41515E+11;2509886;718;France;Female;25;7;0;2;1;0;30380.12;0
346;15763859;Brown;3.74998E+11;2697357;840;France;Female;43;7;0;2;1;0;90908.95;0
347;15658935;Freeman;9.21515E+11;3169487;630;Germany;Female;34;9;106937.05;2;1;0;138275.01;0
348;15747358;Russell;5.14186E+11;7150680;643;Germany;Male;59;3;170331.37;1;1;1;32171.79;0
349;15735203;Seleznyov;5.61344E+11;5033253;654;Germany;Female;32;1;114510.85;1;1;1;126143.23;0
350;15576256;Yusupova;5.1327E+11;2149482;582;France;Male;39;5;0;2;1;1;129892.93;0
351;15659420;Foley;8.30427E+11;7252754;659;Spain;Male;32;3;107594.11;2;1;1;102416.84;0
352;15593365;Shih;5.14978E+11;4987356;762;Spain;Male;39;2;81273.13;1;1;1;18719.67;0
353;15777352;Ikedinachukwu;8.06836E+11;4897327;568;Spain;Female;32;7;169399.6;1;1;0;61936.22;0
354;15812007;Power;4.03685E+11;7917562;670;Spain;Male;25;6;0;2;1;1;78358.94;0
355;15625461;Amos;6.56086E+11;3582114;613;France;Female;45;1;187841.99;2;1;1;147224.27;0
356;15739438;Reed;4.22917E+11;8070365;539;France;Male;30;0;0;2;1;0;160979.66;0
357;15611759;Simmons;1.25065E+11;3333792;850;Spain;Female;57;8;126776.3;2;1;1;132298.49;0
358;15661629;Ricci;8.37534E+11;1238626;522;Spain;Male;34;9;126436.29;1;1;0;174248.52;1
359;15633950;Yen;7.3528E+11;5911913;737;France;Male;41;1;101960.74;1;1;1;123547.28;0
360;15592386;Campbell;1.27735E+11;6802711;520;France;Male;58;3;0;2;0;1;32790.02;0
361;15803716;West;5.35296E+11;3341194;706;Spain;Male;28;3;0;2;0;1;181543.67;0
362;15696674;Robinson;7.14142E+11;8180120;643;Germany;Female;45;2;150842.93;1;0;1;2319.96;1
363;15706365;Bianchi;9.67282E+11;3675511;648;France;Female;50;9;102535.57;1;1;1;189543.19;0
364;15745088;Chen;8.98752E+11;1113391;443;Germany;Female;29;9;99027.61;2;1;0;10940.4;0
365;15676715;Madukaego;6.26954E+11;1753672;640;France;Male;68;9;0;2;1;1;199493.38;0
366;15613085;Ibrahimova;1.45034E+11;6145833;628;Spain;Female;33;3;0;1;1;1;188193.25;0
367;15633537;Nolan;6.36479E+11;4650657;540;Germany;Female;42;9;87271.41;2;1;0;172572.64;0
368;15594720;Scott;6.51612E+11;5877193;460;Germany;Female;35;8;102742.91;2;1;1;189339.6;0
369;15684042;Blair;5.64937E+11;9420227;636;Germany;Male;34;2;40105.51;2;0;1;53512.16;0
370;15583303;Monaldo;3.44087E+11;8307838;593;France;Female;29;2;152265.43;1;1;0;34004.44;0
371;15611579;Sutherland;5.23742E+11;2388823;801;Spain;Male;42;4;141947.67;1;1;1;10598.29;0
372;15774696;Cole;3.43535E+11;1635057;640;Germany;Female;75;1;106307.91;2;0;1;113428.77;0
373;15694506;Briggs;3.41127E+11;5219097;611;Germany;Male;31;0;107884.81;2;1;1;183487.98;0
374;15688074;Gregory;5.58559E+11;7848284;802;Germany;Male;31;1;125013.72;1;1;1;187658.09;0
375;15759537;Bianchi;8.44544E+11;6947768;717;Germany;Male;35;7;58469.37;2;1;1;172459.39;0
376;15758449;Angelo;9.45528E+11;2734718;769;France;Female;39;8;0;1;0;1;21016;0
377;15583456;Gardiner;4.33824E+11;9196348;745;Germany;Male;45;10;117231.63;3;1;1;122381.02;1
378;15667871;Kerr;5.93689E+11;8020821;572;Spain;Male;35;4;152390.26;1;1;0;128123.66;0
379;15677371;Ko;9.46403E+11;1299816;629;Spain;Female;30;2;34013.63;1;1;0;19570.63;0
380;15629677;Distefano;7.36106E+11;3575696;687;Spain;Female;39;2;0;3;0;0;188150.6;1
381;15713578;Farrell;9.42536E+11;7067774;483;France;Female;50;9;0;2;1;1;111020.24;0
382;15591509;Milano;4.85309E+11;2538307;690;France;Male;36;7;101583.11;2;1;0;123775.15;0
383;15568240;Ting;5.104E+11;9196341;492;Germany;Female;30;10;77168.87;2;0;1;146700.22;0
384;15622993;Boyd;8.86881E+11;6674260;709;Germany;Male;28;8;124695.72;2;1;0;145251.35;0
385;15689294;Onyemaechi;3.97454E+11;6599601;705;Germany;Male;44;3;105934.96;1;1;0;82463.69;0
386;15720910;Black;4.0777E+11;2014279;560;France;Female;66;9;0;1;1;1;15928.49;0
387;15721181;Oliver;9.30334E+11;3368657;611;Spain;Male;46;6;0;2;1;0;45886.33;0
388;15776433;Greco;5.88262E+11;1363368;730;Spain;Male;62;2;0;2;1;1;186489.95;0
389;15748936;Whitehead;6.65655E+11;8549096;709;Spain;Female;45;2;0;2;0;1;162922.65;0
390;15717225;Ikemefuna;1.84915E+11;8819214;544;France;Female;21;10;161525.96;2;1;0;9262.77;0
391;15685226;Morrison;6.6463E+11;9679627;712;Germany;Female;29;7;147199.07;1;1;1;84932.4;0
392;15785611;Onyeoruru;1.59027E+11;9854983;752;Germany;Male;38;3;183102.29;1;1;1;71557.12;0
393;15573456;Cunningham;3.36631E+11;4463539;648;Spain;Male;46;9;127209;2;1;0;77405.95;1
394;15684548;Demidov;6.73334E+11;8293770;556;Spain;Male;38;8;0;2;0;0;417.41;1
395;15620505;Celis;9.03351E+11;9382580;594;Spain;Female;24;0;97378.54;1;1;1;71405.17;0
396;15807432;Cheng;3.67661E+11;7964515;645;Germany;Female;37;2;136925.09;2;0;1;153400.24;0
397;15584766;Knight;1.01399E+11;6417114;557;France;Male;33;3;54503.55;1;1;1;371.05;0
398;15612187;Morin;3.21105E+11;4711643;547;Germany;Male;32;8;155726.85;1;1;0;67789.99;0
399;15762218;Mills;8.04483E+11;2735538;701;France;Female;39;9;0;2;0;1;145894.9;0
400;15646372;Outhwaite;7.06595E+11;2365388;616;France;Female;66;1;135842.41;1;1;0;183840.51;1
401;15690452;Tung;4.91557E+11;6750305;605;France;Male;52;1;63349.75;1;1;0;108887.44;0
402;15747795;Pai;5.24575E+11;3416952;593;Germany;Female;38;4;129499.42;1;1;1;154071.27;0
403;15781589;Carpenter;6.74554E+11;6850342;751;Spain;Male;52;8;0;2;0;1;179291.85;0
404;15732674;Fennell;3.00867E+11;7201585;443;Spain;Male;36;6;70438.01;2;0;1;56937.43;0
405;15642291;Fontaine;4.52413E+11;7855246;685;France;Male;23;8;0;2;1;1;112239.03;0
406;15692761;Pratt;4.78526E+11;3697343;718;France;Male;36;9;0;1;1;0;45909.87;0
407;15578045;Mitchell;5.12182E+11;2332037;538;Spain;Female;49;9;141434.04;1;0;0;173779.25;1
408;15745354;Franklin;7.72634E+11;9274138;611;Spain;Female;37;4;0;2;1;0;125696.26;0
409;15701376;K'ung;7.78413E+11;4741943;668;Germany;Male;37;10;152958.29;2;1;1;159585.61;0
410;15691625;Ko;6.36919E+11;7098863;537;Germany;Female;41;3;138306.34;1;1;0;106761.47;0
411;15566594;McKenzie;3.15447E+11;9102358;709;Spain;Male;23;10;0;2;0;0;129590.18;0
412;15760431;Pino;1.78023E+11;7112023;850;France;Male;38;1;0;2;1;1;80006.65;0
413;15686302;Fisk;6.20135E+11;4141178;745;Spain;Female;31;3;124328.84;1;1;1;140451.52;0
414;15801559;Chiang;8.30548E+11;3867833;693;Germany;Female;41;9;181461.48;3;1;1;187929.43;1
415;15810432;Moseley;5.89734E+11;7952615;795;Spain;Male;35;8;0;2;1;0;167155.36;0
416;15809616;Hsiung;7.81319E+11;9867309;626;Spain;Male;26;8;0;2;0;0;191420.71;0
417;15720559;Heath;7.27138E+11;5973357;487;Germany;Female;61;5;110368.03;1;0;0;11384.45;1
418;15695632;Dellucci;9.86781E+11;5843111;556;France;Female;39;9;89588.35;1;1;1;94898.1;0
419;15659843;Li;2.30718E+11;3666308;643;France;Female;46;6;0;2;0;0;106781.59;0
420;15615624;De Salis;5.12639E+11;8746674;605;France;Female;28;6;0;2;0;0;159508.52;0
421;15810418;T'ang;4.14276E+11;2379507;756;Germany;Female;60;3;115924.89;1;1;0;93524.19;1
422;15716186;Richardson;6.12524E+11;5775254;586;France;Female;38;2;0;2;1;0;87168.46;0
423;15674551;Fitch;1.18938E+11;8877436;535;Germany;Male;40;7;111756.5;1;1;0;8128.32;1
424;15622834;Stevenson;2.6299E+11;9870950;678;France;Female;35;4;0;1;1;0;125518.32;0
425;15566111;Estes;6.80236E+11;4829628;596;France;Male;39;9;0;1;1;0;48963.59;0
426;15784597;Lattimore;4.41747E+11;2371707;648;France;Male;26;9;162923.85;1;1;0;98368.24;0
427;15652883;Chung;4.63804E+11;2038387;492;Germany;Male;39;10;124576.65;2;1;0;148584.61;0
428;15806964;Utz;6.6586E+11;1575047;702;France;Male;45;0;80793.58;1;1;1;27474.81;0
429;15576313;Wei;9.02618E+11;4789290;486;Germany;Female;40;9;71340.09;1;1;0;76192.21;0
430;15806467;Boyle;3.34664E+11;4091820;568;Germany;Male;40;1;99282.63;1;0;0;134600.94;1
431;15597602;Nwachinemelu;9.01682E+11;8752762;619;Germany;Male;57;3;137946.39;1;1;1;72467.99;1
432;15743040;Kuznetsova;4.69602E+11;1997214;724;Germany;Male;41;2;127892.57;2;0;1;199645.45;0
433;15705521;Pisani;4.64723E+11;2280014;548;Germany;Female;33;0;101084.36;1;1;0;42749.85;0
434;15595039;Manna;9.63068E+11;2115758;545;Germany;Female;37;8;114754.08;1;1;0;136050.44;1
435;15799384;Collier;9.35383E+11;3538991;683;France;Male;33;8;0;1;0;0;73564.44;0
436;15581197;Ricci;5.58174E+11;7514339;762;France;Female;51;3;99286.98;1;0;1;85578.63;0
437;15693737;Carr;8.06088E+11;6073677;627;Germany;Female;30;4;79871.02;2;1;0;129826.89;0
438;15624623;Hs?;7.99237E+11;9935471;516;France;Male;35;10;104088.59;2;0;0;119666;0
439;15783501;Findlay;2.63897E+11;2918745;800;France;Female;38;2;168190.33;2;1;0;68052.08;0
440;15690134;Hughes;4.9523E+11;5559779;464;Germany;Female;42;3;85679.25;1;1;1;164104.74;0
441;15782735;Chukwuemeka;4.43858E+11;3685691;626;France;Female;35;3;0;1;0;0;80190.36;0
442;15611088;Genovese;2.79662E+11;7857555;790;France;Female;31;9;0;2;1;0;84126.75;0
443;15672145;Swift;8.89592E+11;4361930;534;France;Female;34;7;121551.58;2;1;1;70179;0
444;15732628;Ugoji;4.88841E+11;1390493;745;France;Male;46;2;122220.19;1;1;1;118024.1;0
445;15787470;Parkinson;2.11752E+11;1318604;553;Spain;Male;47;3;116528.15;1;0;0;145704.19;1
446;15803406;Ross;4.98302E+11;7450320;748;France;Female;26;1;77780.29;1;0;1;183049.41;0
447;15730460;Oleary;6.44534E+11;9781399;722;France;Male;37;2;0;1;0;0;120906.83;0
448;15644572;Turnbull;9.82798E+11;3463661;501;France;Male;40;4;125832.2;1;1;1;100433.83;0
449;15694860;Uspensky;5.78231E+11;2062184;675;France;Female;38;6;68065.8;1;0;0;138777;1
450;15658169;Cook;4.00963E+11;3094903;778;Spain;Female;47;6;127299.34;2;1;0;124694.99;0
451;15794396;Newbold;2.01886E+11;2789507;494;Germany;Female;38;7;174937.64;1;1;0;40084.32;0
452;15785798;Uchechukwu;7.40334E+11;9960923;850;France;Male;40;9;0;2;0;1;119232.33;0
453;15710825;Ch'en;2.17022E+11;8036190;592;Spain;Male;31;7;110071.1;1;0;0;43921.36;0
454;15668444;He;8.6412E+11;2691997;590;Spain;Female;44;3;139432.37;1;1;0;62222.81;0
455;15726631;Hilton;9.78329E+11;5004770;758;France;Female;39;6;127357.76;1;0;1;56577;0
456;15733797;Sal;1.71987E+11;3856948;506;France;Male;36;5;0;2;1;0;164253.35;0
457;15747960;Eluemuno;1.36675E+11;7606465;733;France;Male;33;3;0;1;1;1;7666.73;0
458;15634632;Titus;2.82754E+11;1707484;711;France;Male;38;3;0;2;1;0;68487.51;0
459;15707362;Yin;1.42175E+11;5640895;514;Germany;Male;43;1;95556.31;1;0;1;199273.98;1
460;15662976;Lettiere;6.61677E+11;4194880;637;Spain;Male;37;8;0;1;1;1;186062.36;0
461;15732778;Templeman;3.34984E+11;8556896;468;Germany;Male;29;1;111681.98;2;1;1;195711.16;0
462;15718443;Chibuzo;6.04372E+11;8487490;539;France;Male;39;3;0;2;1;0;36692.17;0
463;15670039;Sun;7.17702E+11;7510883;509;Spain;Female;25;3;108738.71;2;1;0;106920.57;0
464;15773792;Evans;5.38542E+11;6254432;662;France;Female;32;4;133950.37;1;1;1;48725.68;1
465;15613786;Ogbonnaya;8.17212E+11;7624026;818;Spain;Male;26;4;0;2;1;1;167036.94;0
466;15726032;Enyinnaya;3.94634E+11;7596747;608;France;Male;33;9;89968.69;1;1;0;68777.26;0
467;15663252;Olisanugo;4.26214E+11;6708772;850;Spain;Female;32;9;0;2;1;1;18924.92;0
468;15593782;Brookes;3.85674E+11;6804627;816;Germany;Female;38;5;130878.75;3;1;0;71905.77;1
469;15633283;Padovano;5.12499E+11;1134578;536;France;Male;35;8;0;2;1;0;64833.28;0
470;15749167;Fisk;4.96565E+11;7419622;753;France;Male;35;3;0;2;1;1;184843.77;0
471;15759298;Shih;5.43383E+11;8748403;631;Spain;Male;27;10;134169.62;1;1;1;176730.02;0
472;15683625;Hare;4.45656E+11;6639511;703;France;Male;37;1;149762.08;1;1;0;20629.4;1
473;15635367;Muir;3.44587E+11;9555075;774;France;Male;26;2;93844.69;1;1;0;28415.36;0
474;15681705;Fanucci;8.49391E+11;1883603;785;France;Male;28;8;0;2;1;0;77231.27;0
475;15603156;Elewechi;3.15941E+11;5758352;571;France;Female;33;1;0;2;1;0;102750.7;0
476;15591986;Johnston;1.20193E+11;2963164;621;Germany;Male;46;6;141078.37;1;0;0;34580.8;1
477;15798888;Pisano;5.27708E+11;6268333;605;Germany;Female;31;1;117992.59;1;1;1;183598.77;0
478;15809722;Ankudinov;8.40194E+11;5785557;611;France;Female;40;8;100812.33;2;1;0;147358.27;0
479;15677538;Nwokike;9.76661E+11;8618904;569;France;Male;38;7;0;1;1;1;108469.2;0
480;15797736;Smith;4.75581E+11;4412687;658;France;Male;29;4;80262.6;1;1;1;20612.82;0
481;15695585;Atkins;4.91203E+11;7608072;788;Spain;Male;34;6;156478.62;1;0;1;181196.76;0
482;15744398;Burns;1.81182E+11;3794001;525;France;Female;23;5;0;2;1;0;160249.1;0
483;15750658;Obiuto;9.94287E+11;8583959;798;France;Male;37;8;0;3;0;0;110783.28;0
484;15578186;Pirozzi;9.42319E+11;7521678;486;Germany;Male;37;9;115217.99;2;1;0;144995.33;0
485;15676519;George;8.83254E+11;8177872;615;Spain;Male;61;9;0;2;1;0;150227.85;1
486;15637954;Lewis;6.34393E+11;9357682;730;France;Female;35;0;155470.55;1;1;1;53718.28;0
487;15758639;Moran;4.64935E+11;4154697;641;France;Male;37;7;0;2;1;0;75248.3;0
488;15613772;Dalrymple;8.25433E+11;7037788;542;France;Male;39;3;135096.77;1;1;1;14353.43;1
489;15731744;Carslaw;4.15278E+11;5754752;692;France;Male;30;2;0;2;0;1;130486.57;0
490;15807709;Kirby;9.49068E+11;6417343;714;Germany;Female;55;9;180075.22;1;1;1;100127.71;0
491;15714689;Houghton;1.84123E+11;6357476;591;Spain;Male;29;1;97541.24;1;1;1;196356.17;0
492;15699005;Martin;5.43583E+11;5703552;710;France;Female;41;2;156067.05;1;1;1;9983.88;0
493;15624170;Tan;5.83866E+11;5692796;639;France;Female;38;4;81550.94;2;0;1;118974.77;0
494;15725679;Hsia;6.87373E+11;8411350;531;France;Female;47;6;0;1;0;0;194998.34;1
495;15585865;Westerberg;7.5822E+11;9080130;673;France;Female;38;2;170061.92;2;0;0;134901.34;1
496;15804256;Hale;5.17493E+11;5788233;765;Germany;Male;36;8;92310.54;2;1;1;72924.56;0
497;15662403;Kryukova;8.27019E+11;1664713;622;France;Female;32;6;169089.38;2;1;0;101057.95;0
498;15733616;Sopuluchukwu;6.24569E+11;8631848;806;France;Male;40;5;80613.93;1;1;1;142838.64;0
499;15591995;Barry;6.52162E+11;1520145;757;Germany;Male;26;8;121581.56;2;1;1;127059.04;0
500;15677020;Selezneva;7.44525E+11;3012086;570;France;Female;58;8;0;1;0;1;116503.92;1
501;15727688;Chizuoke;4.17809E+11;2882730;555;Spain;Male;32;4;0;2;1;1;54405.79;0
502;15715941;Lueck;4.828E+11;5895310;692;France;Male;54;5;0;2;1;1;88721.84;0
503;15714485;Udinese;3.9916E+11;4455358;774;France;Male;60;5;85891.55;1;1;0;74135.48;1
504;15730059;Udobata;7.08768E+11;9225832;638;Spain;Male;44;9;77637.35;2;1;1;111346.22;0
505;15715527;Freeman;9.72995E+11;6948744;543;Spain;Female;41;4;0;1;0;0;194902.16;0
506;15576623;Outlaw;6.32008E+11;1938907;584;France;Male;31;5;0;2;1;0;31474.27;0
507;15805565;Obiuto;5.86129E+11;6784615;691;Germany;Male;30;7;116927.89;1;1;0;21198.39;0
508;15677307;Lo;8.3392E+11;7997096;684;Germany;Female;40;6;137326.65;1;1;0;186976.6;0
509;15773890;Okechukwu;4.82759E+11;6910429;733;France;Male;22;5;0;2;1;1;117202.19;0
510;15598883;King;9.52486E+11;9372597;599;Spain;Female;37;2;0;2;1;1;143739.29;0
511;15568506;Forbes;2.89336E+11;1925033;524;Germany;Female;31;10;67238.98;2;1;1;161811.23;0
512;15761043;Macleod;5.73657E+11;5894157;632;Germany;Female;38;6;86569.76;2;1;0;98090.91;0
513;15782236;Gibbs;4.72372E+11;9455362;735;Spain;Male;34;5;0;2;0;0;71095.41;0
514;15593601;Isayev;6.91349E+11;7990219;734;France;Male;34;6;133598.4;1;1;1;13107.24;0
515;15682048;Pisano;6.46228E+11;7194257;605;France;Female;51;3;136188.78;1;1;1;67110.59;1
